Automatic sending of emails is disabled via site config.,通过站点配置禁用了自动发送邮件。,
Automatically Assign Documents to Users,自动为用户分派单据,
Automatically applied a filter for recent data. You can disable this behavior from the list view settings.,已自动应用最近数据筛选器。您可以在列表视图设置中禁用此行为。,
Automatically delete account within (hours),在（小时）内自动删除账户,
Automation,自动,
Average,平均值,
Average of {0},平均值{0},
Avoid dates and years that are associated with you.,避免日期和与你相关的年。,
Avoid recent years.,避免最近几年。,
Avoid sequences like abc or 6543 as they are easy to guess,避免像ABC或6543的序列，因为它们容易被猜中,
Avoid years that are associated with you.,避免了与你相关的年。,
Awaiting Password,等待密码,
Awaiting password,等待密码中,
Awesome Work,出色的工作,
"Awesome, now try making an entry yourself",很棒，现在请尝试自己创建条目,
B0,B0,
B1,B1,
B10,B10,
B2,B2,
B3,B3,
B4,B4,
B5,B5,
B6,B6,
B7,B7,
B8,B8,
B9,B9,
BCC,暗送,
Back,返回,
Back to Desk,返回主页（桌面）,
Back to Home,返回首页,
Back to Login,返回登录界面,
Background Color,背景颜色,
Background Image,背景图片,
Background Jobs,后台任务,
Background Jobs Check,后台作业检查,
Background Jobs Queue,后台作业队列,
Background Print (required for >25 documents),后台打印（超过25个文档时需要）,
Background Workers,后台工作进程,
Backup Encryption Key,备份秘钥,
Backup job is already queued. You will receive an email with the download link,备份作业已经排队。您将收到一封包含下载链接的电子邮件,
Backups,备份集,
Backups (MB),备份(MB),
Bad Cron Expression,错误的Cron表达式,
Banker's Rounding,银行家舍入法,
Banker's Rounding (legacy),银行家舍入法（旧版）,
Banner,横幅,
Banner HTML,横幅HTML,
Banner Image,横幅图片,
Banner is above the Top Menu Bar.,横幅位于顶部菜单栏上方,
Bar,柱状图,
Barcode,条形码,
Base Distinguished Name (DN),基础识别名(DN),
Base URL,基础URL,
Based On,基于,
Based on Field,基于字段,
Based on Permissions For User,基于用户权限,
Basic,基础,
Basic Info,基本信息,
Before,之前,
Before Cancel,取消前,
Before Delete,删除前,
Before Discard,放弃前,
Before Insert,插入前,
Before Print,打印前,
Before Rename,重命名前,
Before Save,保存前,
Before Save (Submitted Document),保存前（已提交文档）,
Before Submit,提交前,
Before Validate,验证前,
Beginner,初学者,
Beginning with,以此开头,
Beta,测试版,
Better add a few more letters or another word,最好加几个字母或一个字,
Between,自,
Billing,计费,
Billing Contact,发票联系人,
Binary Logging,二进制日志记录,
Bio,简介,
Birth Date,出生日期,
Blank Template,空白模板,
Block Module,锁定模块,
Block Modules,屏蔽模块集,
Blue,蓝色,
Bold,加粗,
Bot,机器人,
Both DocType and Name required,单据类型和名称是必须项,
Both login and password required,登录名和密码必填,
Bottom,底部,
Bottom Center,底部居中,
Bottom Left,底部居左,
Bottom Right,底部居右,
Bounced,已退信,
Brand,品牌,
Brand HTML,品牌HTML,
Brand Image,品牌图片,
Brand Logo,品牌徽标,
Breadcrumbs,面包屑导航,
Browser,浏览器,
Browser Version,浏览器版本,
Browser not supported,浏览器不支持,
Brute Force Security,暴力破解防护,
Bufferpool Size,缓冲池大小,
Build {0},构建{0},
Built on {0},基于{0}构建,
Bulk Actions,批量操作,
Bulk Delete,批量删除,
Bulk Edit,批量修改,
Bulk Edit {0},批量编辑{0},
Bulk Operation Failed,批量操作失败,
Bulk Operation Successful,批量操作成功,
Bulk PDF Export,批量导出PDF,
Bulk Update,批量更新,
Bulk approval only support up to 500 documents.,批量审批最多支持500个文档。,
Bulk operation is enqueued in background.,批量操作已加入后台队列。,
Bulk operations only support up to 500 documents.,批量操作最多支持500个文档。,
Bulk {0} is enqueued in background.,批量{0}已加入后台队列。,
Button,按钮,
Button Color,按钮颜色,
Button Gradients,按钮渐变,
Button Rounded Corners,按钮圆角,
Button Shadows,按钮阴影,
"By ""Naming Series"" field",按“命名系列”字段,
"By default the title is used as meta title, adding a value here will override it.",默认使用标题作为元标题，在此处添加值将覆盖默认设置。,
By fieldname,按字段名,
By script,通过脚本,
Bypass Restricted IP Address Check If Two Factor Auth Enabled,启用双因素认证时绕过受限IP地址检查,
Bypass Two Factor Auth for users who login from restricted IP Address,对受限IP地址登录用户绕过双因素认证,
Bypass restricted IP Address check If Two Factor Auth Enabled,若启用双因素认证则绕过受限IP地址检查,
C5E,C5E,
CANCELLED,已取消,
CC,抄送,
CMD,命令,
COLOR PICKER,颜色选择器,
CSS,CSS,
CSS Class,CSS类,
CSS selector for the element you want to highlight.,需高亮元素的CSS选择器,
CSV,CSV,
Cache,缓存,
Cache Cleared,缓存已清除,
Calculate,计算,
Calculated Discount Mismatch,计算折扣不匹配,
Calendar,日历,
Calendar Name,日历名称,
Calendar View,日历视图,
Call,电话,
Call To Action,行动号召,
Call To Action URL,行动号召URL,
Callback Message,回调消息,
Callback Title,回调标题,
Camera,摄像头,
Campaign,营销活动,
Campaign Description (Optional),活动描述（可选）,
Can not rename as column {0} is already present on DocType.,无法重命名，因为列{0}已存在于文档类型中。,
Can only change to/from Autoincrement naming rule when there is no data in the doctype,仅在单据类型无数据时修改自增编号,
Can only list down the document types which has been linked to the User document type.,仅能列出已关联用户文档类型的文档类型,
Can't follow since changes are not tracked.,无法关注，因为未跟踪更改。,
Can't rename {0} to {1} because {0} doesn't exist.,无法将{0}重命名为{1}，因为{0}不存在。,
Cancel,取消,
Cancel All,全部取消,
Cancel All Documents,取消所有单据,
Cancel Import,取消导入,
Cancel Prepared Report,取消已准备报表,
Cancelled,已取消,
Cancelled Document restored as Draft,已取消的单据已恢复为草稿,
Cancelling documents,取消单据,
Cancelling {0},取消{0},
Cannot Download Report due to insufficient permissions,因权限不足无法下载报告,
Cannot Fetch Values,无法获取值,
Cannot Remove,无法删除,
Cannot Update After Submit,不允许提交后修改,
Cannot access file path {0},无法访问文件路径{0},
Cannot attach a folder to a document,无法将文件夹附加到文档,
Cannot cancel before submitting while transitioning from <b>{0} State</b> to <b>{1} State</b>,从<b>{0}状态</b>转换到<b>{1}状态</b>时，提交前无法取消,
Cannot cancel before submitting. See Transition {0},提交前不能取消，详情参考状态转换{0},
Cannot cancel {0}.,无法取消{0}。,
Cannot change docstatus from 0 (Draft) to 2 (Cancelled),无法将文档状态从0（草稿）更改为2（已取消）,
Cannot change docstatus from 1 (Submitted) to 0 (Draft),无法将文档状态从1（已提交）更改为0（草稿）,
Cannot change state of Cancelled Document <b>({0} State)</b>,无法更改已取消文档的状态<b>({0}状态)</b>,
Cannot change state of Cancelled Document. Transition row {0},不能改变已取消单据的状态。状态转换第{0}行,
Cannot change to/from autoincrement autoname in Customize Form,定制表单不支持修改自增编号,
Cannot create a {0} against a child document: {1},无法创建{0}子单据：{1},
Cannot create private workspace of other users,无法创建其他用户的私有工作空间,
Cannot delete Desktop Icon '{0}' as it is restricted,无法删除桌面图标 '{0}'，因为它受限制,
Cannot delete Home and Attachments folders,无法删除主文件和附件文件夹,
Cannot delete or cancel because {0} {1} is linked with {2} {3} {4},由于{0} {1}与{2} {3} {4}关联，无法删除或取消,
Cannot delete standard action. You can hide it if you want,无法删除标准操作。您可以隐藏它,
Cannot delete standard document state.,无法删除标准文档状态。,
Cannot delete standard field <strong>{0}</strong>. You can hide it instead.,无法删除标准字段<strong>{0}</strong>。您可以隐藏它。,
Cannot delete standard field. You can hide it if you want,标准字段只能隐藏，不能删除,
Cannot delete standard link. You can hide it if you want,无法删除标准链接。您可以隐藏它,
Cannot delete system generated field <strong>{0}</strong>. You can hide it instead.,无法删除系统生成字段<strong>{0}</strong>。您可以隐藏它。,
Cannot delete {0},无法删除{0},
Cannot delete {0} as it has child nodes,无法删除{0} ，因为它有子节点,
Cannot edit Standard Dashboards,无法编辑标准仪表板,
"Cannot edit Standard Notification. To edit, please disable this and duplicate it",无法编辑标准通知。要进行编辑，请勾选禁用然后复制它,
Cannot edit Standard charts,无法编辑标准图表,
Cannot edit a standard report. Please duplicate and create a new report,不能编辑标准的报表。请复制并创建一个新的报表,
Cannot edit cancelled document,无法编辑已取消单据,
Cannot edit filters for standard charts,无法编辑标准图表筛选器,
Cannot edit filters for standard number cards,无法编辑标准数字卡筛选器,
Cannot edit standard fields,不能编辑标准字段,
Cannot enable {0} for a non-submittable doctype,无法为非可提交文档类型启用{0},
Cannot find file {} on disk,无法在磁盘上找到文件{},
Cannot get file contents of a Folder,无法获取文件夹内容,
Cannot have multiple printers mapped to a single print format.,不能将多个打印机映射到单个打印格式。,
Cannot import table with more than 5000 rows.,无法导入超过5000行的表格。,
Cannot link cancelled document: {0},不能链接到已取消单据{0},
Cannot map because following condition fails:,无法对应，因为以下条件失败：,
Cannot match column {0} with any field,上传文件中的字段{0}无法匹配目标单据字段,
Cannot move row,不能移动行,
Cannot remove ID field,无法删除ID字段,
Cannot set 'Report' permission if 'Only If Creator' permission is set,若设置'仅创建者'权限则无法设置'报告'权限,
Cannot set Notification with event {0} on Document Type {1},无法在文档类型{1}上设置事件{0}的通知,
Cannot share {0} with submit permission as the doctype {1} is not submittable,无法共享{0}的提交权限，因为文档类型{1}不可提交,
Cannot submit {0}.,无法提交{0}。,
Cannot update {0},无法更新{0},
Cannot use sub-query here.,此处不能使用子查询。,
Cannot use {0} in order/group by,不能在order/group by中使用{0},
Cannot {0} {1}.,无法{0} {1}。,
Capitalization doesn't help very much.,资本化不适用。,
Capture,捕获,
Card,卡片,
Card Break,卡片分隔,
Card Label,数字卡标题,
Card Links,卡片链接,
Cards,卡片集,
Category,类别,
Category Description,类别描述,
Category Name,类别名称,
Center,居中,
Change,更改,
Change Image,更换图片,
Change Label (via Custom Translation),更改标签（通过自定义翻译）,
Change Letter Head,更换信头,
Change Password,修改密码,
Change Print Format,更改打印格式,
Change User,切换用户,
"Change the starting / current sequence number of an existing series. <br>

Warning: Incorrectly updating counters can prevent documents from getting created.","更改现有序列的起始/当前序列号。 <br>

警告：错误更新计数器可能导致无法创建文档。",
Changed at,更改于,
Changed by,更改人,
Changelog Feed,变更日志订阅,
Changes,变更,
Changing any setting will reflect on all the email accounts associated with this domain.,任何设置更改将影响与此域关联的所有电子邮件账户。,
Changing rounding method on site with data can result in unexpected behaviour.,站点已有业务数据的情况下变更圆整方式可能会产生非预期结果,
Channel,渠道,
Chart,图表,
Chart Configuration,图表配置,
Chart Name,图表名称,
Chart Options,图表选项,
Chart Source,图表来源,
Chart Type,图表类型,
Charts,图表集,
Chat,聊天,
Check,检查,
Check Request URL,检查请求URL,
"Check columns to select, drag to set order.",勾选列选择，拖动列排序。,
Check the Error Log for more information: {0},查看错误日志获取更多信息：{0},
Check this if the Update Value is a formula or expression (e.g. doc.amount * 2). Leave unchecked for plain text values.,如果更新值是公式或表达式（例如 doc.amount * 2），请勾选此项。纯文本值请保持不勾选。,
Check this if you don't want users to sign up for an account on your site. Users won't get desk access unless you explicitly provide it.,勾选此项可禁止用户注册账户。除非明确授权，否则用户无法访问工作台。,
Check this if you want to force the user to select a series before saving. There will be no default if you check this.,勾选此项将强制用户在保存前选择序列。此时无默认序列,
"Check to display the full numeric value (e.g., 1,234,567 instead of 1.2M).","勾选以显示完整数值（例如：1,234,567而非1.2M）。",
Checking one moment,检查一下,
"Checking this will enable tracking page views for blogs, web pages, etc.",勾选此项将启用博客、网页等的页面浏览跟踪,
Checking this will hide custom doctypes and reports cards in Links section,勾选此项将隐藏链接版块中的自定义文档类型和报告卡,
Checking this will publish the page on your website and it'll be visible to everyone.,勾选此项将在网站上发布该页面，所有人可见。,
Checking this will show a text area where you can write custom javascript that will run on this page.,勾选此项将显示文本区，可编写在此页面运行的JavaScript代码。,
Child DocTypes are not allowed,不允许子文档类型,
Child Doctype,子文档类型,
Child Item,子项,
Child Table {0} for field {1} must be virtual,字段{1}的子表{0}必须为虚拟表,
Child Tables are shown as a Grid in other DocTypes,嵌入其它单据类型中作为表格，一对多关系中的多这一方,
Child query fields for '{0}' must be a list or tuple.,“{0}”的子查询字段必须为列表或元组。,
Choose Existing Card or create New Card,选择已有卡或创建一个新卡,
Choose a block or continue typing,选择一个模板或输入文字,
Choose a color,选择颜色,
Choose an icon,选择图标,
Choose authentication method to be used by all users,选择所有用户使用的认证方法,
City,城市,
City/Town,市/镇,
Clear,清除,
Clear & Add Template,清空并添加模板,
Clear & Add template,清除并添加模板,
Clear All,清空全部,
Clear Cache and Reload,清除缓存和重新加载,
Clear Error Logs,清除错误日志,
Clear Filters,清除过滤条件,
Clear Link,清除链接,
Clear Logs After (days),日志保留天数,
Clear User Permissions,清除用户权限限制,
Clear all filters,清除所有筛选器,
Clear the email message and add the template,模板内容覆盖邮件正文(消息),
"Clearing end date, as it cannot be in the past for published pages.",清除结束日期，因为发布的页面不能在过去。,
Click On Customize to add your first widget,点击定制按钮开始定制,
Click below to get started:,点击下方开始使用：,
Click here,点击此处,
Click on a file to select it.,点击文件进行选择。,
Click on the button to log in to {0},点击按钮登录{0},
Click on the link below to approve the request,点击下方链接批准请求,
Click on the link below to complete your registration and set a new password,点击下面的链接完成注册，并设置新密码,
Click on the link below to download your data,点击下面的链接下载您的数据,
Click on the link below to verify your request,点击下面的链接验证您的请求,
Click on {0} to edit,点击 {0} 进行编辑,
Click on {0} to generate Refresh Token.,单击{0}以生成刷新令牌。,
Click table to edit,点击表格进行编辑,
Click to Set Dynamic Filters,点击设置动态筛选器,
Click to Set Filters,单击设置过滤条件,
Click to sort by {0},点击按{0}排序,
Clicked,已点击,
Client,客户端,
Client Code,客户端代码,
Client Credentials,客户端凭证,
Client ID,客户端ID,
Client Id,客户端标识,
Client Information,客户端信息,
Client Metadata,客户端元数据,
Client Script,客户端脚本,
Client Secret,客户端密钥,
Client Secret Basic,客户端密钥基本认证,
Client Secret Post,客户端密钥POST认证,
Client URI,客户端URI,
Client URLs,客户端URL,
Client script,客户端脚本,
Close,关闭,
Close Condition,关闭条件,
Close properties,关闭属性,
Closed,已关闭,
Cmd+Enter to add comment,Cmd+Enter添加评论,
Code,代码,
Code Challenge,代码质询,
Code Editor Type,代码编辑器类型,
Code challenge method,代码质询方法,
Collapse,收起,Shrink code field.
Collapse All,全部折叠,
Collapsible,可折叠,
Collapsible Depends On,折叠依赖项,
Collapsible Depends On (JS),折叠依赖项(JS),
Color,颜色,
Column,列,
Column 1,列1,
Column 2,列2,
Column <b>{0}</b> already exist.,列<b>{0}</b>已经存在。,
Column Break,分栏,
Column Labels:,列标签：,
Column Name,列名,
Column Name cannot be empty,列名不能为空,
Column Width,列宽,
Column width cannot be zero.,列宽不能为零。,
Column {0},列 {0},
Columns,列,
Columns / Fields,列/字段,
Columns based on,基于列,
Combination of Grant Type (<code>{0}</code>) and Response Type (<code>{1}</code>) not allowed,授予类型（ <code>{0}</code> ）和响应类型（ <code>{1}</code> ）的组合不允许,
Comm10E,Comm10E,
Comment,评论,
Comment By,评论人,
Comment Email,评论邮箱,
Comment Type,评论类型,
Comment can only be edited by the owner,评论只能由制单人进行编辑,
Comment publicity can only be updated by the original author or a System Manager.,评论公开状态仅可由原作者或系统管理员修改。,
Comments,评论,
Comments and Communications will be associated with this linked document,评论和通讯将关联至该链接文档,
Comments cannot have links or email addresses,评论不能包含链接或电子邮件地址,
Commercial Rounding,商业舍入,
Commit,提交,
Committed,已提交,
Common names and surnames are easy to guess.,常见名字和姓氏很容易被猜到。,
Common words are easy to guess.,常见词汇很容易被猜到。,
Communication,通讯,
Communication Date,沟通日期,
Communication Link,通讯链接,
Communication Type,通讯类型,
Communication secret not set,未设置通讯密钥,
Compact Item Print,紧凑型物料打印(除单价与金额外其它字段在物料描述字段打印),
Company,公司,
Company History,公司历史,
Company Introduction,公司简介,
Company Name,公司名,
Compare Versions,版本比较,
Compilation warning,编译警告,
Compiled Successfully,编译成功,
Complete,完成,
Complete By,完成日期,
Complete Registration,完成注册,
Completed,已完成,
Completed By Role,按角色完成,
Completed By User,按用户完成,
Component,薪资构成,
Compose Email,写邮件,
Compressed,已压缩,
Condition,条件,
Condition JSON,条件JSON,
Condition Type,条件类型,
Condition description,条件描述,
Conditions,条件,
Config,配置,
Configuration,配置,
Configure Chart,配置图表,
Configure Columns,列设置,
Configure Recorder,配置记录器,
Configure columns for {0},为{0}配置列,
"Configure how amended documents will be named.<br>

Default behaviour is to follow an amend counter which adds a number to the end of the original name indicating the amended version. <br>

Default Naming will make the amended document to behave same as new documents.","配置修改后的文档如何命名。<br>

默认行为是遵循修正计数器，该计数器会在原始名称末尾添加一个数字，表示修正后的版本。 <br>

默认命名会使修正后的文档与新文档表现相同。",
"Configure various aspects of how document naming works like naming series, current counter.",配置文档命名的各项参数，如命名序列、当前计数器。,
Confirm,确认,
Confirm Access,确认访问,
Confirm Deletion of Account,确认删除账户,
Confirm New Password,确认新密码,
Confirm Password,确认密码,
Confirm Request,确认申请,
Confirmation Email Template,确认邮件模板,
Confirmed,已确认,
"Congratulations on completing the module setup. If you want to learn more you can refer to the documentation <a target=""_blank"" href=""{0}"">here</a>.","恭喜您完成模块设置。如果您想了解更多信息，可以参考文档 <a target=""_blank"" href=""{0}"">这里</a>。",
Connect to {},连接到{},
Connected App,关联应用,
Connected User,已连接用户,
Connected to QZ Tray!,连接到QZ托盘！,
Connection Lost,连接丢失,
Connection Success,连接成功,
Connection lost. Some features might not work.,连接丢失。某些功能可能无法使用。,
Connections,关联,
Console,控制台,
Console Log,控制台日志,
Console Logs can not be deleted,控制台日志不可删除,
Constraints,约束条件,
Contact,联系人,
Contact / email not found. Did not add attendee for -<br>{0},未找到联系人/邮件地址。未添加参与者 -<br>{0},
Contact Details,联系人详情,
Contact Email,联系人邮箱,
Contact Numbers,联系电话,
Contact Phone,联系电话,
Contact Synced with Google Contacts.,联系人已与Google联系人同步。,
Contact Us,联系我们,
Contact Us Settings,联系我们设置,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",联系选项，例如“销售查询、支持查询”等，每个选项占一行或用逗号分隔。,
Contacts,联系,
Contains {0} security fix,包含{0}个安全修复,
Contains {0} security fixes,包含{0}个安全修复,
Content,内容,
Content Hash,内容哈希,
Content Type,内容类型,
Content data shoud be a list,内容数据应为列表,
Content type for building the page,页面构建的内容类型,
Context,上下文,
Context Script,上下文脚本,
Continue,继续,
Contributed,贡献的,
Contribution Document Name,贡献文档名称,
Contribution Status,贡献状态,
"Controls whether new users can sign up using this Social Login Key. If unset, Website Settings is respected.",控制是否允许新用户使用此社交登录密钥注册。若未设置，则遵循网站设置。,
Copied to clipboard.,复制到剪贴板。,
Copied {0} {1} to clipboard,已将 {0} {1} 复制到剪贴板,
Copy Apps Version,复制应用版本,
Copy File URL,复制文件 URL,
Copy Link,复制链接,
Copy embed code,复制嵌入代码,
Copy error to clipboard,将出错日志复制到剪贴板,
Copy to Clipboard,复制到剪贴板,
Copy token to clipboard,复制令牌至剪贴板,
Copyright,版权,
Core,核心,
Core DocTypes cannot be customized.,不能定制系统核心单据类型。,
Core Modules {0} cannot be searched in Global Search.,核心模块{0}无法在全局搜索中查找。,
Correct version :,正确版本：,
Could not connect to outgoing email server,无法连接到外发邮件服务器,
Could not find {0},找不到{0},
Could not map column {0} to field {1},无法映射列{0}到字段{1},
Could not parse field: {0},无法解析字段：{0},
Could not start Chromium. Check logs for details.,无法启动Chromium。请查看日志获取详细信息。,
Could not start up:,无法启动：,
"Couldn't save, please check the data you have entered",不能保存，请检查输入的数据,
Count,计数,
Count Customizations,自定义项计数,
Count Filter,计数过滤条件,
Count of linked documents,关联文档计数,
Counter,计数器,
Country,国家,
Country Code Required,需要国家代码,
Country Name,国家名称,
County,县/郡,
Cr,贷,Number system
Create,创建,
Create & Continue,创建并继续,
Create Address,创建地址,
Create Card,创建数字卡,
Create Chart,创建图表,
Create Child Doctype,创建子文档类型,
Create Contacts from Incoming Emails,根据来信创建联系人,
Create Entry,创建条目,
Create Letter Head,创建信头,
Create Log,创建日志,
Create New,新建,
Create New DocType,创建新单据类型,
Create New Kanban Board,新建看板面板,
Create Saved Filter,创建已保存筛选器,
Create User Email,创建用户电子邮件,
Create a New Format,创建新格式,
Create a Reminder,创建提醒,
Create a new ...,新建...,
Create a new record,新建一笔记录,
Create a new {0},新建{0},
Create a {0} Account,创建{0}账户,
Create or Edit Print Format,创建或修改打印格式,
Create or Edit Workflow,创建或修改工作流,
Create your first {0},新建 {0},
Create your workflow visually using the Workflow Builder.,可视化拖拽创建工作流,
Created,创建,
Created At,创建于,
Created By,创建人,
Created By You,由您创建,
Created By {0},由 {0} 创建,
Created Custom Field {0} in {1},在{1}创建了自定义字段{0},
Created On,创建于,
Creating {0},创建{0},
Creation of this document is only permitted in developer mode.,仅允许在开发者模式下创建此文档。,
Cron,定时任务,
Cron Format,Cron格式,
Cron format is required for job types with Cron frequency.,Cron频率的作业类型需要Cron格式。,
Crop,裁切,
Ctrl + Down,按Ctrl +向下,
Ctrl + Up,按Ctrl +向上,
Ctrl+Enter to add comment,Ctrl + Enter 添加评论,
Currency,币种,
Currency Name,货币名称,
Currency Precision,货币精度,
"Currency list stores the currency value, its symbol and fraction unit",货币列表存储货币值、符号及最小单位,
Current,当前,
Current Job ID,当前作业ID,
Current Value,当前值,
Current status,当前状态,
Currently Viewing,正在查看,
Custom,自定,
Custom Base URL,自定义基础URL,
Custom Block Name,自定义区块名称,
Custom Blocks,自定义区块,
Custom CSS,自定义CSS,
Custom Configuration,自定义配置,
Custom Delimiters,自定义分隔符,
Custom DocPerm,自定义单据权限,
Custom Document Types (Select Permission),自定义文档类型(选择权限),
Custom Document Types Limit Exceeded,超出自定义文档类型限制,
Custom Documents,自定义文档,
Custom Field,自定义字段,
Custom Field {0} is created by the Administrator and can only be deleted through the Administrator account.,自定义字段{0}由管理员创建，仅能通过管理员账户删除。,
Custom Fields can only be added to a standard DocType.,自定义字段只能添加到标准DocType。,
Custom Fields cannot be added to core DocTypes.,自定义字段无法添加到核心DocType。,
Custom Footer,自定义页脚,
Custom Format,自定义格式,
Custom Group Search,自定义组搜索,
"Custom Group Search if filled needs to contain the user placeholder {0}, eg uid={0},ou=users,dc=example,dc=com","若填写自定义群组搜索，需包含用户占位符{0}，例如uid={0},ou=users,dc=example,dc=com",
Custom HTML,自定义HTML,
Custom HTML Block,自定义HTML块,
Custom HTML Help,自定义HTML帮助,
"Custom LDAP Directoy Selected, please ensure 'LDAP Group Member attribute' and 'Group Object Class' are entered",已选择自定义LDAP目录，请确保填写'LDAP组成员属性'和'组对象类',
Custom Label,自定义标签,
Custom Menu Items,自定义菜单项,
Custom Options,自定义选项,
Custom Overrides,自定义覆盖,
Custom Report,自定义报表,
Custom Reports,自定义报表,
Custom Role,自定义角色,
Custom SCSS,自定义SCSS,
Custom Sidebar Menu,自定义侧边栏菜单,
Custom field renamed to {0} successfully.,已成功将自定义字段更名为{0},
"Custom get_list method for {0} must return a QueryBuilder object or None, got {1}",{0}的自定义get_list方法必须返回QueryBuilder对象或None，实际返回{1},
Custom?,自定义？,
Customization,定制,
Customizations Discarded,已放弃自定义,
Customizations Reset,自定义重置,
Customizations for <b>{0}</b> exported to:<br>{1},<b>{0}的</b>自定义已导出到： <br> {1},
Customize,定制,
Customize Child Table,定制子表,
Customize Dashboard,自定义仪表板,
Customize Form,定制表单,
Customize Form - {0},自定义表单 - {0},
Customize Form Field,定制表单字段,
Cut,切,
Cyan,青色,
DELAY,延迟,
DELETE,删除,
DESC,降序,
DLE,DLE,
DRAFT,草稿,
Daily,每日,
Daily Event Digest is sent for Calendar Events where reminders are set.,如果设置了日历事件提醒会发送每日事件摘要。,
Daily Events should finish on the Same Day.,每日事件应在同一天结束。,
Daily Long,每日长格式,
Daily Maintenance,日常维护,
Danger,危险,
Dark,深色,
Dark Color,深色,
Dark Theme,暗色主题,
Dashboard,数据面板,
Dashboard Chart,统计图表,
Dashboard Chart Field,仪表板图表字段,
Dashboard Chart Link,统计图表链接,
Dashboard Chart Source,统计图表数据源,
Dashboard Manager,数据面板管理员,
Dashboard Name,仪表板名称,
Dashboard Settings,数据面板设置,
Dashboard View,数据面板视图,
Dashboards,仪表板,
Data,数据,
Data Clipped,数据截断,
Data Export,数据导出,
Data Import,数据导入,
Data Import Log,数据导入日志,
Data Import Template,数据导入模板,
Data Import is not allowed for {0}. Enable 'Allow Import' in DocType settings.,不允许对 {0} 进行数据导入。请在文档类型设置中启用“允许导入”。,
Data Too Long,数据过长,
Database,数据库,
Database Engine,数据库引擎,
Database Processes,数据库进程,
Database Row Size Utilization,数据库表行空间利用率,
Database Storage Usage By Tables,数据库表空间使用量报表,
Database Table Row Size Limit,数据库表行大小限制,
"Database Table Row Size Utilization: {0}%, this limits number of fields you can add.",数据库表每行空间利用率：{0}%，利用率影响可以添加的字段数,
Database Version,数据库版本,
Date,日期,
Date Format,日期格式,
Date Range,日期范围,
Date after which this security.txt should be considered stale.,此 security.txt 被视为过期的日期。,
Date and Number Format,日期和数字格式,
Date {0} must be in format: {1},日期{0}必须采用格式：{1},
Dates are often easy to guess.,日期往往容易被猜中。,
Datetime,日期时间,
Day,天,
Day of Week,星期几,
Days,天,Duration
Days After,之后天数,
Days Before,之前天数,
Days Before or After,前后天数,
Days Remaining,剩余天数,
Deadlock Occurred,发生死锁,
Dear,亲爱的,
"Dear System Manager,",亲爱的系统管理员，,
"Dear User,",亲爱的用户，,
Dear {0},亲爱的{0},
Debug Log,调试日志,
Decimal Separator must be '.' when Quoting is set to Non-numeric,当报价设置为非数字时，小数分隔符必须为'.',
Decimal Separator must be a single character,小数分隔符必须为单个字符,
Default,默认,
Default Address Template cannot be deleted,默认地址模板不能删除,
Default Amendment Naming,默认修订命名,
Default App,默认应用,
Default Email Template,默认邮件模板,
Default Inbox,默认收件箱,
Default Incoming,默认收件箱,
Default Letter Head,默认信头,
Default Naming,默认命名,
Default Outgoing,默认外发,
Default Portal Home,默认门户首页,
Default Print Format,默认打印格式,
Default Print Language,默认打印语言,
Default Redirect URI,默认重定向URI,
Default Role at Time of Signup,注册时的默认角色,
Default Sending,默认发送账号,
Default Sending and Inbox,默认发送和收件账号,
Default Sort Field,默认排序字段,
Default Sort Order,默认排序顺序,
Default Template For Field,字段的默认模板,
Default Theme,默认主题,
Default User Role,默认用户角色,
Default User Type,默认用户类型,
Default Value,默认值,
Default View,默认视图,
Default Workspace,默认工作区,
Default display currency,默认显示货币,
Default for 'Check' type of field {0} must be either '0' or '1',字段{0}的'复选框'类型默认值必须为'0'或'1',
Default value for {0} must be in the list of options.,{0}的默认值必须在选项列表中。,
Default {0},默认 {0},
"Default: ""Contact Us""","默认: ""联系我们""",
DefaultValue,默认值,
Defaults,默认值,
Defaults Updated,默认设置已更新,
Defaults to `en`,默认为 `en`,
Defines actions on states and the next step and allowed roles.,定义切换到工作流状态的操作，下一个状态和被允许的角色。,
Defines how long exported reports sent via email are kept in the system. Older files will be automatically deleted.,定义通过邮件发送的导出报告在系统中保留的时长。较早的文件将被自动删除。,
Defines workflow states and rules for a document.,定义单据工作流状态和规则。,
Delayed,已逾期,
Delete,删除,
Delete Account,删除账户,
Delete Background Exported Reports After (Hours),后台导出报告删除时限（小时）,
Delete Data,删除数据,
Delete Demo Data,删除演示数据,
Delete Kanban Board,删除看板,
Delete all,全部删除,
Delete all {0} rows,删除所有 {0} 行,
Delete and Generate New,删除并生成新项,
Delete comment?,删除评论？,
Delete row,删除行,
Delete this record to allow sending to this email address,删除此记录允许发送此邮件地址,
Delete {0} rows,删除 {0} 行,
Deleted,已删除,
Deleted DocType,已删除文档类型,
Deleted Document,已删除单据(垃圾桶),
Deleted Name,已删除名称,
Deleted all documents successfully,已成功删除选择的单据,
Deleted!,已删除!,
Deleting {0},删除{0},
Deleting {0} records...,删除 {0} 笔单据...,
Deleting {0}...,删除 {0} 笔单据...,
Deletion Steps,删除步骤,
Deletion of this document is only permitted in developer mode.,仅在开发者模式下允许删除此文档,
Delimiter Options,分隔符选项,
